pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-rrw6n-13672,instance,PROJECT_19,ns-19239,TEAM_6,2024-11-01 16:47:01+00:00,2024-11-02 10:15:01+00:00,3,1048,2,36.1067,A100,y
run-pipeline-gpu-l1mji-1482,instance,PROJECT_6,ns-9293,TEAM_6,2024-11-08 14:05:01+00:00,2024-11-09 10:03:01+00:00,6,1198,3,52.2395,A100,n
run-pipeline-gpu-320yk-11562,task,PROJECT_14,ns-14680,TEAM_10,2024-11-10 00:39:01+00:00,2024-11-12 14:37:01+00:00,2,3718,3,41.204,A100,n
run-pipeline-gpu-f9o4a-364,task,PROJECT_5,ns-22562,TEAM_7,2024-11-03 17:59:01+00:00,2024-11-03 23:49:01+00:00,1,350,3,46.1512,A30,n
run-pipeline-gpu-zo7xe-15441,instance,PROJECT_3,ns-23142,TEAM_7,2024-11-03 13:42:01+00:00,2024-11-04 23:43:01+00:00,2,2041,4,64.8159,A30,n
run-pipeline-gpu-xr8nf-12195,task,PROJECT_10,ns-19428,TEAM_1,2024-10-27 16:27:01+00:00,2024-10-28 10:36:01+00:00,5,1089,2,33.2776,A100,n
run-pipeline-gpu-cvjpr-31086,task,PROJECT_8,ns-12452,TEAM_5,2024-11-02 22:10:01+00:00,2024-11-05 04:37:01+00:00,1,3267,2,35.7266,A100,y
run-pipeline-gpu-ixpql-24951,task,PROJECT_1,ns-27054,TEAM_7,2024-10-21 10:40:01+00:00,2024-10-21 21:51:01+00:00,2,671,4,71.0828,A100,n
run-pipeline-gpu-3lv1m-4251,instance,PROJECT_17,ns-1458,TEAM_10,2024-11-07 15:16:01+00:00,2024-11-08 06:46:01+00:00,4,930,3,49.7629,A100,n
run-pipeline-gpu-9b884-7096,instance,PROJECT_6,ns-7278,TEAM_2,2024-11-10 06:21:01+00:00,2024-11-11 11:12:01+00:00,2,1731,4,68.7745,A100,n
run-pipeline-gpu-gtg81-14156,task,PROJECT_17,ns-30423,TEAM_1,2024-10-24 20:09:01+00:00,2024-10-25 08:55:01+00:00,2,766,3,49.5562,A100,n
run-pipeline-gpu-w4md4-9716,task,PROJECT_9,ns-2902,TEAM_2,2024-10-24 05:13:01+00:00,2024-10-25 18:03:01+00:00,2,2210,4,61.8732,A100,n
run-pipeline-gpu-my3f7-25446,task,PROJECT_5,ns-3215,TEAM_9,2024-11-04 20:32:01+00:00,2024-11-06 02:40:01+00:00,5,1808,4,75.7604,A100,n
run-pipeline-gpu-c6x6a-32425,instance,PROJECT_8,ns-17041,TEAM_2,2024-11-05 09:25:01+00:00,2024-11-06 10:32:01+00:00,6,1507,2,33.9169,A100,n
run-pipeline-gpu-mwjd3-22927,task,PROJECT_13,ns-29025,TEAM_2,2024-10-21 06:50:01+00:00,2024-10-22 10:31:01+00:00,1,1661,3,42.8618,A100,n
run-pipeline-gpu-akaok-26813,task,PROJECT_5,ns-32056,TEAM_10,2024-10-21 05:06:01+00:00,2024-10-22 05:20:01+00:00,1,1454,4,68.1844,A30,n
run-pipeline-gpu-q8vmr-26311,task,PROJECT_8,ns-7156,TEAM_4,2024-10-21 11:21:01+00:00,2024-10-21 18:17:01+00:00,3,416,3,59.2688,A100,n
run-pipeline-gpu-bfvpz-1580,task,PROJECT_11,ns-1157,TEAM_6,2024-11-04 08:54:01+00:00,2024-11-04 23:47:01+00:00,1,893,4,69.2953,A100,n
run-pipeline-gpu-lc8p9-22837,instance,PROJECT_16,ns-98,TEAM_10,2024-10-22 06:31:01+00:00,2024-10-23 03:51:01+00:00,2,1280,3,44.5061,A100,n
run-pipeline-gpu-ciuht-13313,task,PROJECT_11,ns-22599,TEAM_9,2024-10-22 02:36:01+00:00,2024-10-23 19:56:01+00:00,2,2480,2,32.7133,A100,y
run-pipeline-gpu-djju3-3140,task,PROJECT_6,ns-7373,TEAM_8,2024-10-21 14:26:01+00:00,2024-10-22 08:39:01+00:00,5,1093,3,42.0572,A100,n
