pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-lbfih-29744,task,PROJECT_1,ns-9644,TEAM_2,2024-10-26 07:06:41+00:00,2024-10-28 13:49:08+00:00,3,3282,2,39.022,A100,n
run-pipeline-gpu-y6s10-5681,instance,PROJECT_7,ns-13654,TEAM_5,2024-10-27 16:51:41+00:00,2024-10-29 03:17:53+00:00,6,2066,5,97.2503,A100,y
run-pipeline-gpu-rzi4k-26098,task,PROJECT_3,ns-25787,TEAM_4,2024-10-31 22:26:41+00:00,2024-11-03 11:16:23+00:00,4,3649,2,22.4919,A100,n
run-pipeline-gpu-cnf1c-18543,task,PROJECT_2,ns-10305,TEAM_3,2024-10-25 14:03:41+00:00,2024-10-27 07:36:20+00:00,6,2492,5,83.5297,A100,y
run-pipeline-gpu-qzqem-24277,task,PROJECT_15,ns-14160,TEAM_7,2024-10-31 14:29:41+00:00,2024-11-03 08:42:54+00:00,1,3973,2,26.1024,A100,n
run-pipeline-gpu-gu80r-1661,task,PROJECT_14,ns-5832,TEAM_4,2024-10-24 08:58:41+00:00,2024-10-27 13:45:05+00:00,6,4606,2,38.4015,A100,n
run-pipeline-gpu-xvl0z-13337,task,PROJECT_3,ns-12988,TEAM_1,2024-10-25 08:28:41+00:00,2024-10-27 07:52:51+00:00,2,2844,5,83.7406,A30,n
run-pipeline-gpu-uzggf-24643,task,PROJECT_17,ns-12984,TEAM_6,2024-11-11 00:40:41+00:00,2024-11-13 05:17:39+00:00,4,3156,4,70.6684,A30,y
run-pipeline-gpu-3upm0-19211,task,PROJECT_20,ns-2851,TEAM_5,2024-10-27 16:54:41+00:00,2024-10-29 15:34:19+00:00,4,2799,3,47.2092,A100,n
run-pipeline-gpu-cwlyg-27961,task,PROJECT_14,ns-26486,TEAM_6,2024-10-28 12:22:41+00:00,2024-10-30 08:03:24+00:00,2,2620,3,47.2212,A100,n
run-pipeline-gpu-mz9dv-20827,task,PROJECT_17,ns-13401,TEAM_7,2024-11-07 03:33:41+00:00,2024-11-08 15:53:54+00:00,4,2180,5,95.5726,A100,y
run-pipeline-gpu-sb8zp-5085,task,PROJECT_12,ns-7668,TEAM_8,2024-11-04 13:18:41+00:00,2024-11-06 11:02:25+00:00,2,2743,2,30.8131,A30,n
run-pipeline-gpu-a09x3-16563,task,PROJECT_20,ns-5613,TEAM_9,2024-10-24 02:39:41+00:00,2024-10-27 03:45:47+00:00,7,4386,2,24.0856,A100,n
run-pipeline-gpu-ber0o-32360,task,PROJECT_10,ns-13799,TEAM_3,2024-10-20 12:17:41+00:00,2024-10-23 07:58:39+00:00,5,4060,3,43.8808,A100,n
run-pipeline-gpu-r2kqf-16774,task,PROJECT_16,ns-26244,TEAM_4,2024-11-02 05:42:41+00:00,2024-11-03 18:40:15+00:00,4,2217,2,37.6211,A100,n
run-pipeline-gpu-ugg6v-28861,task,PROJECT_18,ns-26680,TEAM_8,2024-10-26 16:36:41+00:00,2024-10-28 23:32:09+00:00,6,3295,2,23.4951,A100,n
run-pipeline-gpu-gqh4p-16679,task,PROJECT_3,ns-617,TEAM_1,2024-11-07 06:20:41+00:00,2024-11-09 13:35:16+00:00,1,3314,5,86.4478,A30,y
run-pipeline-gpu-g9tna-29603,instance,PROJECT_9,ns-1720,TEAM_1,2024-11-02 18:15:41+00:00,2024-11-03 23:03:07+00:00,4,1727,2,23.7581,A100,n
run-pipeline-gpu-mf186-20252,task,PROJECT_14,ns-20835,TEAM_6,2024-10-20 09:10:41+00:00,2024-10-21 12:59:18+00:00,6,1668,3,42.9793,A100,y
run-pipeline-gpu-8wtes-2356,task,PROJECT_2,ns-19737,TEAM_2,2024-10-24 00:29:41+00:00,2024-10-27 01:03:37+00:00,3,4353,3,44.1422,A30,n
run-pipeline-gpu-mdwep-5554,instance,PROJECT_14,ns-4039,TEAM_4,2024-11-04 06:48:41+00:00,2024-11-06 02:33:12+00:00,3,2624,4,78.3444,A100,y
run-pipeline-gpu-8bbft-24214,task,PROJECT_5,ns-14107,TEAM_3,2024-11-01 07:37:41+00:00,2024-11-03 04:59:34+00:00,5,2721,4,66.0955,A100,n
