pod_name,pod_type,project,namespace,user_team,start,finish,count,time_diff,computing_load,gpu_utilization,flavor,preemption
run-pipeline-gpu-i0mbw-8975,task,PROJECT_3,ns-31776,TEAM_3,2024-11-10 05:04:33+00:00,2024-11-11 08:45:33+00:00,3,1661,2,21.1371,A100,n
run-pipeline-gpu-y1sm2-6787,task,PROJECT_18,ns-31845,TEAM_7,2024-10-30 03:23:33+00:00,2024-10-30 17:38:33+00:00,5,855,2,36.0724,A100,y
run-pipeline-gpu-4o3mg-9914,task,PROJECT_19,ns-21447,TEAM_4,2024-11-10 15:44:33+00:00,2024-11-11 23:12:33+00:00,2,1888,3,53.7916,A30,y
run-pipeline-gpu-gxiqg-11631,task,PROJECT_6,ns-9753,TEAM_2,2024-11-02 14:57:33+00:00,2024-11-06 01:18:33+00:00,4,4941,2,31.8337,A100,n
run-pipeline-gpu-ry689-22313,task,PROJECT_3,ns-419,TEAM_5,2024-11-03 20:17:33+00:00,2024-11-04 22:55:33+00:00,2,1598,2,39.8694,A100,y
run-pipeline-gpu-e3ntw-8082,task,PROJECT_15,ns-25191,TEAM_6,2024-11-01 00:03:33+00:00,2024-11-01 03:17:33+00:00,1,194,2,35.2406,A100,y
run-pipeline-gpu-wjrgj-4118,task,PROJECT_2,ns-10194,TEAM_9,2024-11-06 05:19:33+00:00,2024-11-06 23:25:33+00:00,1,1086,2,38.5306,A100,n
run-pipeline-gpu-wkszx-2053,task,PROJECT_18,ns-29977,TEAM_3,2024-10-23 20:01:33+00:00,2024-10-24 15:52:33+00:00,1,1191,2,38.1306,A100,y
run-pipeline-gpu-njoew-3284,task,PROJECT_14,ns-21452,TEAM_3,2024-11-08 04:14:33+00:00,2024-11-09 11:13:33+00:00,2,1859,2,26.5973,A30,n
run-pipeline-gpu-9sf1a-30264,task,PROJECT_4,ns-20831,TEAM_3,2024-10-25 01:30:33+00:00,2024-10-26 00:26:33+00:00,2,1376,2,23.7359,A100,y
run-pipeline-gpu-voe60-13601,task,PROJECT_18,ns-961,TEAM_8,2024-10-28 16:30:33+00:00,2024-10-29 22:02:33+00:00,3,1772,2,22.7392,A100,n
run-pipeline-gpu-81bi3-16874,task,PROJECT_6,ns-13883,TEAM_4,2024-11-04 13:54:33+00:00,2024-11-05 20:15:33+00:00,3,1821,4,68.583,A30,n
run-pipeline-gpu-2taey-15673,task,PROJECT_17,ns-18214,TEAM_6,2024-11-04 19:27:33+00:00,2024-11-05 07:38:33+00:00,1,731,4,73.6027,A30,n
run-pipeline-gpu-nxgqu-20572,task,PROJECT_18,ns-18490,TEAM_5,2024-10-28 03:27:33+00:00,2024-10-29 06:05:33+00:00,1,1598,4,63.3226,A30,y
run-pipeline-gpu-3d7yg-11565,task,PROJECT_18,ns-3723,TEAM_7,2024-11-11 07:45:33+00:00,2024-11-11 22:04:33+00:00,3,859,2,24.0175,A100,n
run-pipeline-gpu-pof8z-706,instance,PROJECT_8,ns-23654,TEAM_3,2024-10-27 13:57:33+00:00,2024-10-28 23:02:33+00:00,5,1985,2,32.9878,A100,n
run-pipeline-gpu-lzb7o-9075,task,PROJECT_8,ns-32432,TEAM_4,2024-10-21 16:02:33+00:00,2024-10-22 20:25:33+00:00,1,1703,2,39.3273,A100,n
run-pipeline-gpu-wn1lb-16891,instance,PROJECT_5,ns-26745,TEAM_6,2024-10-21 19:43:33+00:00,2024-10-22 08:16:33+00:00,5,753,2,36.8466,A100,n
run-pipeline-gpu-skopc-26303,instance,PROJECT_3,ns-23256,TEAM_1,2024-11-07 05:22:33+00:00,2024-11-07 13:41:33+00:00,1,499,2,31.0755,A30,n
run-pipeline-gpu-n5e9h-23427,task,PROJECT_8,ns-19539,TEAM_5,2024-11-03 03:42:33+00:00,2024-11-03 13:05:33+00:00,2,563,3,49.077,A100,n
run-pipeline-gpu-u996r-6930,task,PROJECT_10,ns-23134,TEAM_2,2024-10-29 16:55:33+00:00,2024-10-30 05:44:33+00:00,1,769,3,42.6346,A30,y
run-pipeline-gpu-t1xbe-9126,task,PROJECT_10,ns-26799,TEAM_7,2024-10-28 23:56:33+00:00,2024-10-30 19:43:33+00:00,2,2627,3,40.6199,A100,n
run-pipeline-gpu-v25v1-11794,task,PROJECT_4,ns-32134,TEAM_7,2024-10-24 13:33:33+00:00,2024-10-27 21:38:33+00:00,2,4805,4,60.3111,A100,n
run-pipeline-gpu-ujq3e-4344,task,PROJECT_1,ns-14099,TEAM_9,2024-11-10 10:40:33+00:00,2024-11-10 11:55:33+00:00,5,75,4,61.0014,A100,n
